id_transaksi	tanggal_transaksi	id_produk	nama_produk	harga	jumlah	total_harga	id_pelanggan	nama_pelanggan	alamat	no_telepon	tanggal_keuangan	pemasukan	keterangan
4870	2026-05-29	1	Laptop Lenovo	8500000.00	3	25500000.00	970	Dr. Ella Lailasari	Jalan Pacuan Kuda No. 69\nManado, Kepulauan Riau 98842	+62 (126) 956-6147	2026-05-29	25500000.00	Online Transaction
4882	2026-04-20	1	Laptop Lenovo	8500000.00	7	59500000.00	1955	Jefri Pratama	Jl. Dr. Djunjunan No. 73\nMataram, JI 08842	+62 (0573) 706-2754	2026-04-20	59500000.00	Product Sale
4883	2026-01-27	1	Laptop Lenovo	8500000.00	10	85000000.00	779	Warsa Pangestu	Gang Medokan Ayu No. 9\nBinjai, RI 94652	+62 (0370) 641-3324	2026-01-27	85000000.00	Product Sale
4900	2025-07-10	1	Laptop Lenovo	8500000.00	1	8500000.00	303	Siska Agustina	Jalan Wonoayu No. 8\nBanda Aceh, DI Yogyakarta 24487	+62 (091) 302-3615	2025-07-10	8500000.00	Customer Purchase
4913	2025-09-27	1	Laptop Lenovo	8500000.00	8	68000000.00	371	Patricia Permadi	Jl. Cihampelas No. 952\nSungai Penuh, SS 96385	+62 (037) 446 5820	2025-09-27	68000000.00	Product Sale
4914	2025-12-04	1	Laptop Lenovo	8500000.00	9	76500000.00	1261	Padma Hariyah, S.E.I	Jl. Gardujati No. 1\nBinjai, Nusa Tenggara Timur 01632	0827537861	2025-12-04	76500000.00	Online Transaction
4923	2026-01-01	1	Laptop Lenovo	8500000.00	1	8500000.00	891	Cut Paulin Nababan, S.Kom	Jalan Gegerkalong Hilir No. 3\nManado, Nusa Tenggara Barat 70641	+62 (77) 322-6461	2026-01-01	8500000.00	Product Sale
4928	2026-07-02	1	Laptop Lenovo	8500000.00	10	85000000.00	1236	R. Gilda Damanik	Gg. Moch. Ramdan No. 2\nParepare, Bali 07713	+62 (312) 888-6657	2026-07-02	85000000.00	Product Sale
4929	2025-08-05	1	Laptop Lenovo	8500000.00	2	17000000.00	888	R. Karimah Puspita, M.Ak	Gg. Gardujati No. 6\nBatam, KS 65132	+62 (032) 059-8522	2025-08-05	17000000.00	Store Sale
4930	2026-05-29	1	Laptop Lenovo	8500000.00	1	8500000.00	1222	Dr. Garang Utami	Gang Jakarta No. 4\nPayakumbuh, JB 78198	+62-035-841-3390	2026-05-29	8500000.00	Product Sale
4940	2025-12-26	1	Laptop Lenovo	8500000.00	4	34000000.00	1179	Karimah Prastuti	Gang Merdeka No. 858\nPalopo, BT 34400	+62-007-945-1697	2025-12-26	34000000.00	Customer Purchase
4945	2026-01-22	1	Laptop Lenovo	8500000.00	8	68000000.00	1433	Okto Uwais, S.Pt	Gang Merdeka No. 531\nPalangkaraya, Sulawesi Tenggara 54422	+62-964-082-1338	2026-01-22	68000000.00	Customer Purchase
4946	2026-06-23	1	Laptop Lenovo	8500000.00	6	51000000.00	652	Tami Kuswandari	NULL	+62 (049) 835-8046	2026-06-23	51000000.00	Online Transaction
4952	2026-07-05	1	Laptop Lenovo	8500000.00	2	17000000.00	377	Umaya Prasetya, S.Pd	Jalan Kiaracondong No. 70\nPalopo, JI 89908	+62 (089) 210-8855	2026-07-05	17000000.00	Customer Purchase
4953	2026-03-31	1	Laptop Lenovo	8500000.00	10	85000000.00	1492	Dt. Raharja Hasanah, S.IP	Gg. Raya Setiabudhi No. 13\nBanjarbaru, Sumatera Utara 60122	+62-21-495-7368	2026-03-31	85000000.00	Online Transaction
4959	2026-03-29	1	Laptop Lenovo	8500000.00	10	85000000.00	96	Citra Mardhiyah	Gg. Jayawijaya No. 46\nKediri, JB 64840	(0312) 397 0262	2026-03-29	85000000.00	Product Sale
4961	2025-09-20	1	Laptop Lenovo	8500000.00	10	85000000.00	448	Dr. Utama Utami	Jl. Joyoboyo No. 01\nMakassar, SG 07135	+62 (064) 641-9155	2025-09-20	85000000.00	Product Sale
4965	2026-02-20	1	Laptop Lenovo	8500000.00	10	85000000.00	1660	Ir. Ajimin Januar, S.Ked	Gang Monginsidi No. 224\nMeulaboh, Lampung 68739	0866840842	2026-02-20	85000000.00	Product Sale
4967	2025-12-21	1	Laptop Lenovo	8500000.00	4	34000000.00	857	Rika Anggraini	Jalan Kutai No. 7\nTangerang, Kepulauan Riau 05153	(0495) 916 9892	2025-12-21	34000000.00	Store Sale
4974	2026-04-27	1	Laptop Lenovo	8500000.00	3	25500000.00	1623	Ifa Hutapea	Gang Raya Setiabudhi No. 24\nPadangpanjang, Kalimantan Utara 84257	+62 (079) 304-6002	2026-04-27	25500000.00	Customer Purchase
4981	2025-08-24	1	Laptop Lenovo	8500000.00	4	34000000.00	285	Dr. Anastasia Prasetya, S.Farm	Jalan Tebet Barat Dalam No. 59\nTarakan, SB 55705	+62-070-719-7515	2025-08-24	34000000.00	Product Sale
4982	2026-03-01	1	Laptop Lenovo	8500000.00	8	68000000.00	111	Chelsea Gunawan, S.IP	Gang Stasiun Wonokromo No. 74\nMataram, Jambi 83360	+62 (0962) 386 4921	2026-03-01	68000000.00	Product Sale
4994	2026-05-11	1	Laptop Lenovo	8500000.00	9	76500000.00	1772	Saiful Mustofa	Jl. Kendalsari No. 935\nLubuklinggau, Sulawesi Selatan 68947	+62 (0979) 407 1255	2026-05-11	76500000.00	Online Transaction
4995	2026-05-03	1	Laptop Lenovo	8500000.00	4	34000000.00	1336	Damu Nashiruddin	Gg. PHH. Mustofa No. 65\nCimahi, Gorontalo 39727	+62 (139) 514-2760	2026-05-03	34000000.00	Online Transaction
9	2025-09-22	2	Printer Epson	2500000.00	5	12500000.00	1909	Embuh Pradipta	Gg. Tebet Barat Dalam No. 731\nTangerang Selatan, RI 08764	+62 (897) 590 5010	2025-09-22	12500000.00	Online Transaction
10	2026-05-06	2	Printer Epson	2500000.00	6	15000000.00	894	Karja Megantara	Gang Sukajadi No. 4\nProbolinggo, JK 44194	(004) 922 6330	2026-05-06	15000000.00	Product Sale
12	2025-09-28	2	Printer Epson	2500000.00	10	25000000.00	1285	Dr. Anastasia Prasetya, S.Farm	Jalan Tebet Barat Dalam No. 59\nTarakan, SB 55705	+62-070-719-7515	2025-09-28	25000000.00	Store Sale
15	2026-05-30	2	Printer Epson	2500000.00	4	10000000.00	342	Hasna Pratiwi	Jalan Sukabumi No. 455\nSawahlunto, BA 90079	+62 (051) 958 7399	2026-05-30	10000000.00	Online Transaction
19	2026-04-08	2	Printer Epson	2500000.00	10	25000000.00	1926	Shania Simanjuntak	NULL	084 236 0553	2026-04-08	25000000.00	Product Sale
25	2025-09-10	2	Printer Epson	2500000.00	5	12500000.00	1372	Amelia Sirait	Jl. S. Parman No. 78\nLangsa, Aceh 05907	(0302) 342 4183	2025-09-10	12500000.00	Online Transaction
28	2025-10-05	2	Printer Epson	2500000.00	6	15000000.00	1977	Tgk. Martana Permata, S.Pt	Jl. Asia Afrika No. 6\nTarakan, Aceh 88741	+62 (42) 317-8653	2025-10-05	15000000.00	Online Transaction
29	2026-01-24	2	Printer Epson	2500000.00	7	17500000.00	701	drg. Ikhsan Hidayat, S.H.	Jalan Ciumbuleuit No. 71\nSawahlunto, LA 59226	+62-000-824-3956	2026-01-24	17500000.00	Customer Purchase
39	2026-04-16	2	Printer Epson	2500000.00	3	7500000.00	473	Cinta Usamah	NULL	+62-047-826-0814	2026-04-16	7500000.00	Customer Purchase
40	2026-05-23	2	Printer Epson	2500000.00	9	22500000.00	591	dr. Lasmanto Hidayat	Gg. Merdeka No. 72\nParepare, Papua Barat 91172	(0233) 845-1633	2026-05-23	22500000.00	Customer Purchase
45	2026-04-05	2	Printer Epson	2500000.00	4	10000000.00	854	Nugraha Halim	Gg. Asia Afrika No. 036\nYogyakarta, KT 86442	+62-93-835-0563	2026-04-05	10000000.00	Product Sale
47	2025-09-19	2	Printer Epson	2500000.00	3	7500000.00	809	Wani Puspita	NULL	+62 (028) 811 6408	2025-09-19	7500000.00	Online Transaction
52	2025-09-21	2	Printer Epson	2500000.00	6	15000000.00	1088	Unjani Riyanti	NULL	+62-13-134-5691	2025-09-21	15000000.00	Product Sale
53	2025-10-20	2	Printer Epson	2500000.00	9	22500000.00	599	Ida Najmudin	Gang Cikutra Timur No. 9\nSamarinda, Riau 05978	+62-0096-929-0409	2025-10-20	22500000.00	Store Sale
62	2025-07-27	2	Printer Epson	2500000.00	1	2500000.00	707	Mursinin Saptono	Gg. K.H. Wahid Hasyim No. 66\nMagelang, SU 36806	+62-650-587-8589	2025-07-27	2500000.00	Online Transaction
64	2025-10-30	2	Printer Epson	2500000.00	7	17500000.00	1234	Sabar Sirait	Jl. Rumah Sakit No. 1\nProbolinggo, Sulawesi Tenggara 80251	+62 (056) 678-2457	2025-10-30	17500000.00	Customer Purchase
71	2025-10-18	2	Printer Epson	2500000.00	2	5000000.00	29	Gaman Anggraini, S.Pt	Gang Joyoboyo No. 1\nKota Administrasi Jakarta Timur, Maluku Utara 58485	+62 (51) 176-7793	2025-10-18	5000000.00	Online Transaction
74	2026-03-25	2	Printer Epson	2500000.00	10	25000000.00	993	Zelda Gunarto	Gg. Cihampelas No. 4\nBima, KI 18794	+62 (620) 392 1847	2026-03-25	25000000.00	Product Sale
90	2026-05-20	2	Printer Epson	2500000.00	9	22500000.00	1711	Dt. Kadir Laksita, S.H.	Jl. Lembong No. 39\nDenpasar, Kalimantan Utara 30725	(0473) 612-3894	2026-05-20	22500000.00	Store Sale
92	2026-01-21	2	Printer Epson	2500000.00	4	10000000.00	868	Dr. Kanda Oktaviani, M.Farm	Gg. Kendalsari No. 48\nBatu, KI 10339	+62 (355) 658 8769	2026-01-21	10000000.00	Product Sale
93	2025-09-10	2	Printer Epson	2500000.00	7	17500000.00	1527	Drs. Gandewa Wacana	Jalan Kutisari Selatan No. 13\nBandung, Nusa Tenggara Timur 86334	+62 (479) 889-9957	2025-09-10	17500000.00	Product Sale
94	2026-04-07	2	Printer Epson	2500000.00	8	20000000.00	1113	Lili Hutapea	Jalan Sadang Serang No. 63\nPrabumulih, MA 91405	+62 (23) 488-1161	2026-04-07	20000000.00	Product Sale
95	2025-09-17	2	Printer Epson	2500000.00	9	22500000.00	1844	Kajen Pratiwi	Jl. R.E Martadinata No. 8\nBandar Lampung, BE 96828	(0654) 388-3941	2025-09-17	22500000.00	Online Transaction
100	2026-02-16	2	Printer Epson	2500000.00	4	10000000.00	1161	Mahfud Tamba, M.TI.	Jl. Sadang Serang No. 2\nPrabumulih, MU 77421	0825493694	2026-02-16	10000000.00	Customer Purchase
109	2025-12-23	2	Printer Epson	2500000.00	10	25000000.00	351	Gilda Najmudin	Jalan Ciwastra No. 178\nCimahi, MA 26714	0866113649	2025-12-23	25000000.00	Online Transaction
113	2026-06-24	2	Printer Epson	2500000.00	5	12500000.00	1293	Drs. Winda Saragih	Jalan Gegerkalong Hilir No. 0\nSolok, NB 05787	+62 (0777) 863 6310	2026-06-24	12500000.00	Customer Purchase
116	2025-09-25	2	Printer Epson	2500000.00	5	12500000.00	189	Wakiman Dabukke	Jalan Sukabumi No. 528\nDumai, NB 81364	084 428 2839	2025-09-25	12500000.00	Customer Purchase
118	2026-03-21	2	Printer Epson	2500000.00	6	15000000.00	1193	Drs. Shakila Firgantoro, S.Ked	Gg. Waringin No. 325\nTasikmalaya, DI Yogyakarta 36031	(0629) 362 9079	2026-03-21	15000000.00	Product Sale
134	2025-11-16	2	Printer Epson	2500000.00	10	25000000.00	726	Makara Usada	Gang Indragiri No. 715\nTernate, Maluku Utara 89752	+62 (06) 450-6960	2025-11-16	25000000.00	Product Sale
146	2026-05-21	2	Printer Epson	2500000.00	1	2500000.00	1350	Jamil Jailani	Jl. Veteran No. 359\nPagaralam, Riau 06144	+62 (0959) 007 6103	2026-05-21	2500000.00	Online Transaction
153	2025-07-29	2	Printer Epson	2500000.00	5	12500000.00	204	Atma Zulkarnain	Jl. Yos Sudarso No. 249\nSurakarta, JK 57483	+62-0999-724-1256	2025-07-29	12500000.00	Customer Purchase
155	2026-03-22	2	Printer Epson	2500000.00	5	12500000.00	1081	Lanang Wijayanti	Jalan Jakarta No. 68\nSurabaya, BA 45152	+62-0647-410-5587	2026-03-22	12500000.00	Store Sale
157	2025-07-09	2	Printer Epson	2500000.00	4	10000000.00	164	Bagiya Megantara	Jl. Waringin No. 8\nSurabaya, Kalimantan Utara 37295	+62-306-164-5342	2025-07-09	10000000.00	Customer Purchase
159	2025-12-03	2	Printer Epson	2500000.00	7	17500000.00	74	Raina Pertiwi, M.M.	Gang Tubagus Ismail No. 86\nBima, SS 80257	+62-060-932-8291	2025-12-03	17500000.00	Store Sale
161	2025-10-17	2	Printer Epson	2500000.00	9	22500000.00	1956	T. Tasdik Ardianto, S.E.I	Gang Dipatiukur No. 7\nPagaralam, Kalimantan Tengah 28629	+62-093-116-6724	2025-10-17	22500000.00	Customer Purchase
165	2026-03-30	2	Printer Epson	2500000.00	5	12500000.00	701	drg. Ikhsan Hidayat, S.H.	Jalan Ciumbuleuit No. 71\nSawahlunto, LA 59226	+62-000-824-3956	2026-03-30	12500000.00	Online Transaction
167	2025-11-09	2	Printer Epson	2500000.00	5	12500000.00	680	Tgk. Azalea Saragih	Jl. Rajiman No. 516\nTegal, SN 50533	+62 (085) 265 3129	2025-11-09	12500000.00	Store Sale
169	2026-06-26	2	Printer Epson	2500000.00	7	17500000.00	1466	Estiono Santoso	Gang Raya Setiabudhi No. 670\nMojokerto, JK 03511	+62 (0701) 708-4570	2026-06-26	17500000.00	Product Sale
170	2026-04-30	2	Printer Epson	2500000.00	5	12500000.00	911	Heryanto Nasyidah	Jalan Ahmad Dahlan No. 8\nSerang, NB 17362	+62 (010) 481-5982	2026-04-30	12500000.00	Online Transaction
171	2025-09-04	2	Printer Epson	2500000.00	9	22500000.00	1578	Dt. Dimaz Sihombing	Gang Lembong No. 1\nBontang, Kalimantan Tengah 26548	+62-584-025-3770	2025-09-04	22500000.00	Customer Purchase
176	2025-10-25	2	Printer Epson	2500000.00	8	20000000.00	1105	Paulin Susanti	Jalan K.H. Wahid Hasyim No. 7\nTernate, BT 78667	+62 (67) 882 9594	2025-10-25	20000000.00	Online Transaction
182	2025-12-02	2	Printer Epson	2500000.00	2	5000000.00	1651	Olga Laksita	Jalan Kapten Muslihat No. 27\nTanjungpinang, Banten 36498	+62 (090) 289-1266	2025-12-02	5000000.00	Store Sale
189	2026-06-15	2	Printer Epson	2500000.00	10	25000000.00	972	Yuni Januar	Jalan Setiabudhi No. 4\nPangkalpinang, KI 86811	+62 (310) 768-6129	2026-06-15	25000000.00	Store Sale
190	2026-04-02	2	Printer Epson	2500000.00	9	22500000.00	718	Dian Tarihoran, M.Kom.	Gg. Dr. Djunjunan No. 558\nPasuruan, Sumatera Barat 76778	+62-0158-052-9500	2026-04-02	22500000.00	Store Sale
192	2026-04-10	2	Printer Epson	2500000.00	3	7500000.00	428	Ir. Caturangga Firmansyah	Jl. Ahmad Dahlan No. 97\nPasuruan, JI 05568	(0954) 572 6410	2026-04-10	7500000.00	Customer Purchase
200	2026-01-22	2	Printer Epson	2500000.00	8	20000000.00	1950	Yance Purnawati, M.Farm	Jl. Sentot Alibasa No. 2\nPekalongan, SU 01856	+62 (58) 553 2169	2026-01-22	20000000.00	Online Transaction
203	2025-07-23	2	Printer Epson	2500000.00	7	17500000.00	842	Nadia Putra, M.TI.	Jl. Rajiman No. 44\nBanjarbaru, SG 40650	0840649824	2025-07-23	17500000.00	Customer Purchase
210	2026-02-21	2	Printer Epson	2500000.00	4	10000000.00	1329	Vivi Sihombing	Jl. Kapten Muslihat No. 8\nSingkawang, Sumatera Utara 37383	+62 (0869) 190 0279	2026-02-21	10000000.00	Product Sale
221	2025-11-26	2	Printer Epson	2500000.00	3	7500000.00	176	Darmanto Yuniar	Jalan H.J Maemunah No. 731\nBandar Lampung, DKI Jakarta 72126	+62-902-744-7919	2025-11-26	7500000.00	Online Transaction
226	2025-11-04	2	Printer Epson	2500000.00	8	20000000.00	368	Sutan Gamblang Purnawati	Jl. Jend. Sudirman No. 94\nMadiun, SR 06048	+62 (0159) 622 4019	2025-11-04	20000000.00	Store Sale
231	2026-05-31	2	Printer Epson	2500000.00	6	15000000.00	1418	Jayadi Uyainah	Jalan Tebet Barat Dalam No. 13\nAmbon, Sulawesi Tengah 48303	+62 (069) 434-7466	2026-05-31	15000000.00	Product Sale
234	2026-01-09	2	Printer Epson	2500000.00	4	10000000.00	875	Maida Wibisono	Jalan Monginsidi No. 95\nSibolga, Maluku Utara 54277	080 339 5141	2026-01-09	10000000.00	Customer Purchase
238	2026-04-26	2	Printer Epson	2500000.00	1	2500000.00	1983	Restu Tamba	Gg. Raya Ujungberung No. 6\nDenpasar, MA 60452	+62 (75) 828 1593	2026-04-26	2500000.00	Online Transaction
243	2025-11-11	2	Printer Epson	2500000.00	4	10000000.00	865	Prayoga Hakim	Jl. Erlangga No. 90\nKota Administrasi Jakarta Barat, KU 51664	+62 (71) 110-5978	2025-11-11	10000000.00	Product Sale
246	2025-07-11	2	Printer Epson	2500000.00	1	2500000.00	1509	Balamantri Wibisono	NULL	+62-019-972-4019	2025-07-11	2500000.00	Online Transaction
250	2025-07-10	2	Printer Epson	2500000.00	2	5000000.00	325	Panji Nasyidah, S.Pd	Gang Waringin No. 673\nSerang, KR 33743	+62 (0146) 751 0226	2025-07-10	5000000.00	Online Transaction
255	2025-12-30	2	Printer Epson	2500000.00	9	22500000.00	327	Lanjar Siregar	Jalan Bangka Raya No. 334\nKupang, Aceh 25470	(0459) 439 1874	2025-12-30	22500000.00	Online Transaction
257	2025-09-21	2	Printer Epson	2500000.00	9	22500000.00	698	Drs. Sabri Maryati, S.T.	Gang Gegerkalong Hilir No. 6\nPadang, JK 72303	+62-084-664-2148	2025-09-21	22500000.00	Product Sale
262	2026-06-06	2	Printer Epson	2500000.00	1	2500000.00	1453	Carla Damanik	Gang Kebonjati No. 58\nMojokerto, ST 45231	+62-18-632-1968	2026-06-06	2500000.00	Product Sale
269	2025-07-18	2	Printer Epson	2500000.00	10	25000000.00	1137	Zulfa Habibi	Gg. Setiabudhi No. 85\nBatam, Sulawesi Tengah 06592	+62 (496) 557 7819	2025-07-18	25000000.00	Store Sale
270	2025-12-05	2	Printer Epson	2500000.00	3	7500000.00	619	Rusman Waluyo	Jl. Pacuan Kuda No. 53\nCimahi, Jawa Timur 89463	+62 (0429) 784-1069	2025-12-05	7500000.00	Online Transaction
271	2026-01-21	2	Printer Epson	2500000.00	8	20000000.00	1200	Tiara Firmansyah	Jl. Jend. A. Yani No. 4\nBanjarmasin, SB 94905	+62 (959) 080 3623	2026-01-21	20000000.00	Product Sale
273	2025-07-09	2	Printer Epson	2500000.00	8	20000000.00	735	Tgk. Yuliana Handayani, S.Kom	Gang Astana Anyar No. 5\nCirebon, Bengkulu 96261	+62 (356) 533 7340	2025-07-09	20000000.00	Store Sale
275	2026-05-26	2	Printer Epson	2500000.00	7	17500000.00	1891	Cut Paulin Nababan, S.Kom	Jalan Gegerkalong Hilir No. 3\nManado, Nusa Tenggara Barat 70641	+62 (77) 322-6461	2026-05-26	17500000.00	Online Transaction
276	2026-04-05	2	Printer Epson	2500000.00	7	17500000.00	1884	Maria Tarihoran	Gang Rawamangun No. 8\nBinjai, Kalimantan Selatan 78514	+62 (047) 216 2335	2026-04-05	17500000.00	Store Sale
281	2025-07-15	2	Printer Epson	2500000.00	9	22500000.00	1763	Patricia Tampubolon	Gg. Medokan Ayu No. 34\nPangkalpinang, SN 29231	(006) 783 7630	2025-07-15	22500000.00	Store Sale
283	2025-12-14	2	Printer Epson	2500000.00	5	12500000.00	327	Lanjar Siregar	Jalan Bangka Raya No. 334\nKupang, Aceh 25470	(0459) 439 1874	2025-12-14	12500000.00	Online Transaction
289	2026-06-09	2	Printer Epson	2500000.00	6	15000000.00	1836	Dr. Cindy Damanik	Gg. Rajawali Timur No. 86\nSibolga, BT 48755	+62 (001) 103-6096	2026-06-09	15000000.00	Product Sale
290	2025-07-18	2	Printer Epson	2500000.00	9	22500000.00	406	Oskar Sitorus	Jalan Kiaracondong No. 044\nPalembang, Sulawesi Utara 12147	(0095) 533-7204	2025-07-18	22500000.00	Store Sale
297	2025-12-29	2	Printer Epson	2500000.00	5	12500000.00	4	Uchita Anggriawan	Gg. Sadang Serang No. 860\nSurabaya, JI 41619	+62 (63) 895-0317	2025-12-29	12500000.00	Store Sale
310	2025-12-23	2	Printer Epson	2500000.00	1	2500000.00	995	Yunita Nashiruddin	Jl. Gegerkalong Hilir No. 133\nBanjarmasin, Jawa Barat 19986	(092) 928 6539	2025-12-23	2500000.00	Store Sale
317	2025-08-12	2	Printer Epson	2500000.00	4	10000000.00	4	Uchita Anggriawan	Gg. Sadang Serang No. 860\nSurabaya, JI 41619	+62 (63) 895-0317	2025-08-12	10000000.00	Store Sale
322	2026-05-06	2	Printer Epson	2500000.00	7	17500000.00	1681	Adinata Nainggolan, M.Farm	Gang Gegerkalong Hilir No. 60\nTegal, Riau 60681	088 187 4304	2026-05-06	17500000.00	Store Sale
337	2025-09-12	2	Printer Epson	2500000.00	7	17500000.00	390	Icha Irawan	Jl. Ronggowarsito No. 6\nSibolga, Kalimantan Tengah 17563	084 295 7851	2025-09-12	17500000.00	Customer Purchase
344	2025-11-25	2	Printer Epson	2500000.00	9	22500000.00	620	Natalia Andriani	Gg. Cikutra Barat No. 868\nSawahlunto, KU 78966	+62-0595-541-8433	2025-11-25	22500000.00	Online Transaction
345	2026-01-06	2	Printer Epson	2500000.00	2	5000000.00	1792	Tami Handayani, S.Pt	Jl. Rumah Sakit No. 9\nPalu, JT 65913	+62 (117) 796 3152	2026-01-06	5000000.00	Product Sale
357	2025-11-27	2	Printer Epson	2500000.00	7	17500000.00	17	Galih Zulkarnain, S.Sos	Jalan Bangka Raya No. 907\nSorong, AC 24262	+62 (0595) 605-3970	2025-11-27	17500000.00	Store Sale
365	2026-06-06	2	Printer Epson	2500000.00	7	17500000.00	1645	Kasiyah Pudjiastuti	Jl. Sukabumi No. 4\nPadang, SS 53462	+62 (0622) 010-9216	2026-06-06	17500000.00	Store Sale
366	2026-04-27	2	Printer Epson	2500000.00	6	15000000.00	527	Drs. Gandewa Wacana	Jalan Kutisari Selatan No. 13\nBandung, Nusa Tenggara Timur 86334	+62 (479) 889-9957	2026-04-27	15000000.00	Customer Purchase
368	2025-08-03	2	Printer Epson	2500000.00	7	17500000.00	541	Nurul Astuti	Gg. Laswi No. 314\nDenpasar, SR 37661	+62 (77) 589-9159	2025-08-03	17500000.00	Product Sale
380	2025-11-24	2	Printer Epson	2500000.00	6	15000000.00	1876	Aslijan Purnawati	Gang Jend. Sudirman No. 122\nBanjarmasin, Maluku Utara 29511	+62 (015) 868-2563	2025-11-24	15000000.00	Store Sale
385	2026-06-14	2	Printer Epson	2500000.00	8	20000000.00	26	Jail Situmorang	Jalan Rungkut Industri No. 18\nBandar Lampung, Gorontalo 58723	+62 (0602) 126 3136	2026-06-14	20000000.00	Product Sale
391	2025-09-22	2	Printer Epson	2500000.00	1	2500000.00	855	Hilda Usada	Gang Rajiman No. 5\nPadangpanjang, Kepulauan Bangka Belitung 60665	+62 (0241) 093-8634	2025-09-22	2500000.00	Product Sale
400	2025-08-18	2	Printer Epson	2500000.00	2	5000000.00	1774	Enteng Hasanah, S.H.	Gang Gardujati No. 0\nKota Administrasi Jakarta Utara, Maluku Utara 30804	0857096614	2025-08-18	5000000.00	Online Transaction
403	2026-03-07	2	Printer Epson	2500000.00	2	5000000.00	743	Jasmin Pradana	Jalan S. Parman No. 38\nKupang, JI 40890	(0553) 138-9361	2026-03-07	5000000.00	Online Transaction
405	2025-09-25	2	Printer Epson	2500000.00	5	12500000.00	302	Bagya Tarihoran	Gg. Rungkut Industri No. 09\nBanjar, BE 39599	+62 (0399) 619-2520	2025-09-25	12500000.00	Store Sale
415	2025-08-02	2	Printer Epson	2500000.00	4	10000000.00	96	Citra Mardhiyah	Gg. Jayawijaya No. 46\nKediri, JB 64840	(0312) 397 0262	2025-08-02	10000000.00	Customer Purchase
421	2025-08-20	2	Printer Epson	2500000.00	4	10000000.00	1873	Drs. Ihsan Aryani, S.Pt	Gg. Antapani Lama No. 113\nMagelang, Bali 77927	+62 (0607) 781-4697	2025-08-20	10000000.00	Customer Purchase
422	2025-08-31	2	Printer Epson	2500000.00	9	22500000.00	1577	Zamira Mulyani, M.Ak	Jl. Cempaka No. 0\nProbolinggo, Sulawesi Tenggara 06036	(0355) 124-8986	2025-08-31	22500000.00	Product Sale
427	2025-11-15	2	Printer Epson	2500000.00	8	20000000.00	1185	Embuh Prasetyo	Jalan Yos Sudarso No. 53\nKota Administrasi Jakarta Pusat, SS 01072	+62 (83) 495 1954	2025-11-15	20000000.00	Customer Purchase
430	2026-03-15	2	Printer Epson	2500000.00	5	12500000.00	548	Tgk. Najam Simbolon	Jalan Sukajadi No. 647\nTarakan, AC 72530	(0555) 963 2042	2026-03-15	12500000.00	Product Sale
433	2025-12-05	2	Printer Epson	2500000.00	4	10000000.00	337	Eli Nugroho	Gg. Medokan Ayu No. 9\nSawahlunto, Riau 77405	+62 (851) 823-4694	2025-12-05	10000000.00	Product Sale
435	2026-02-14	2	Printer Epson	2500000.00	7	17500000.00	768	Purwadi Putra	Jl. Sentot Alibasa No. 46\nMagelang, JB 16921	+62 (098) 200 1229	2026-02-14	17500000.00	Product Sale
445	2026-01-23	2	Printer Epson	2500000.00	5	12500000.00	379	Paulin Prasetya	Jalan HOS. Cokroaminoto No. 7\nSalatiga, Kepulauan Riau 23966	+62-543-427-1903	2026-01-23	12500000.00	Store Sale
447	2026-02-14	2	Printer Epson	2500000.00	7	17500000.00	1106	Dr. Adiarja Maryadi	Gg. Kebonjati No. 7\nCilegon, JT 42338	084 092 9411	2026-02-14	17500000.00	Online Transaction
448	2026-03-21	2	Printer Epson	2500000.00	9	22500000.00	806	Ifa Yulianti	Gang Pacuan Kuda No. 653\nPadangpanjang, MU 88462	+62-037-104-8039	2026-03-21	22500000.00	Product Sale
460	2025-11-01	2	Printer Epson	2500000.00	8	20000000.00	546	Fitria Maheswara	Jalan Otto Iskandardinata No. 3\nKota Administrasi Jakarta Selatan, LA 91864	+62 (062) 330-9690	2025-11-01	20000000.00	Customer Purchase
474	2026-03-04	2	Printer Epson	2500000.00	7	17500000.00	1450	Keisha Hakim	Jl. Ronggowarsito No. 690\nKendari, JK 98415	0801051621	2026-03-04	17500000.00	Product Sale
491	2025-09-22	2	Printer Epson	2500000.00	10	25000000.00	1005	Okto Puspita	Jalan Cihampelas No. 402\nMalang, Nusa Tenggara Barat 65000	(0162) 053 8179	2025-09-22	25000000.00	Customer Purchase
497	2026-02-04	2	Printer Epson	2500000.00	6	15000000.00	1366	Cecep Dabukke	Gang M.T Haryono No. 18\nLhokseumawe, BB 95511	(0036) 887-4029	2026-02-04	15000000.00	Store Sale
516	2025-09-16	2	Printer Epson	2500000.00	6	15000000.00	1005	Okto Puspita	Jalan Cihampelas No. 402\nMalang, Nusa Tenggara Barat 65000	(0162) 053 8179	2025-09-16	15000000.00	Product Sale
524	2025-07-23	2	Printer Epson	2500000.00	4	10000000.00	1882	Sutan Marwata Pangestu	Gg. Cikutra Barat No. 720\nTangerang, RI 05277	+62 (0757) 525 5112	2025-07-23	10000000.00	Online Transaction
526	2025-11-29	2	Printer Epson	2500000.00	7	17500000.00	1754	Alika Habibi	Jl. Tubagus Ismail No. 1\nCilegon, Papua Barat 60696	(0789) 133 4660	2025-11-29	17500000.00	Product Sale
